17:51:31	48	21	0
17:51:32	48	21	0
17:51:33	48	21	0
17:51:34	48	21	0
17:51:35	48	21	0
17:51:36	48	21	0
17:51:37	48	21	0
17:51:38	48	21	0
17:51:39	47	21	0
17:51:40	47	21	0
17:51:41	47	21	0
17:51:42	47	21	0
17:51:43	47	21	0
17:51:44	47	21	0
17:51:45	47	21	0
17:51:46	47	21	0
17:51:47	47	21	0
17:51:48	47	21	0
17:51:49	48	21	0
17:51:50	48	21	0
17:51:51	48	21	0
17:51:52	48	21	0
17:51:53	48	21	0
17:51:54	48	21	0
17:51:55	48	21	0
17:51:56	48	21	0
17:51:57	48	21	0
17:51:58	48	21	0
17:51:59	48	21	0
17:52:0	48	21	0
17:52:1	48	21	0
17:52:2	48	21	0
17:52:3	48	21	0
17:52:4	48	21	0
17:52:5	48	21	0
17:52:6	48	21	0
17:52:7	48	21	0
17:52:8	48	21	0
17:52:9	48	21	0
17:52:10	48	21	0
17:52:11	48	21	0
17:52:12	48	21	0
17:52:13	48	21	0
17:52:14	48	21	0
17:52:15	48	21	0
17:52:16	48	21	0
17:52:17	48	21	0
17:52:18	48	21	0
17:52:19	48	21	0
17:52:20	48	21	0
17:52:21	48	21	0
17:52:22	48	21	0
17:52:23	48	21	0
17:52:24	48	21	0
17:52:25	48	21	0
17:52:26	48	21	0
17:52:27	48	21	0
17:52:28	48	21	0
17:52:29	48	21	0
17:52:30	48	21	0
17:52:31	48	21	0
17:52:32	48	21	0
17:52:33	48	21	0
17:52:34	48	21	0
17:52:35	48	21	0
17:52:36	48	21	0
17:52:37	48	21	0
17:52:38	48	21	0
17:52:39	48	21	0
17:52:40	48	21	0
17:52:41	48	21	0
17:52:42	48	21	0
17:52:43	48	21	0
17:52:44	48	21	0
17:52:45	48	21	0
17:52:46	48	21	0
17:52:47	48	21	0
17:52:48	48	21	0
17:52:49	48	21	0
17:52:50	48	21	0
17:52:51	48	21	0
17:52:52	48	21	0
17:52:53	49	21	0
17:52:54	50	21	0
17:52:55	50	21	0
17:52:56	50	21	0
17:52:57	49	21	0
17:52:58	49	21	0
17:52:59	49	21	0
17:53:0	50	21	0
17:53:1	50	21	0
17:53:2	50	21	0
17:53:3	50	21	0
17:53:4	50	21	0
17:53:5	49	21	0
17:53:6	49	21	0
17:53:7	49	21	0
17:53:8	49	21	0
17:53:9	49	21	0
17:53:10	49	21	0
17:53:11	49	21	0
17:53:12	48	21	0
17:53:13	48	21	0
17:53:14	48	21	0
17:53:15	48	21	0
17:53:16	48	21	0
17:53:17	48	21	0
17:53:18	48	21	0
17:53:19	48	21	0
17:53:20	48	21	0
17:53:21	48	21	0
17:53:22	48	21	0
17:53:23	48	21	0
17:53:24	48	21	0
17:53:25	48	21	0
17:53:26	48	21	0
17:53:27	48	21	0
17:53:28	48	21	0
17:53:29	48	21	0
17:53:30	48	21	0
17:53:31	48	21	0
17:53:32	48	21	0
17:53:33	48	21	0
17:53:34	48	21	0
17:53:35	48	21	0
17:53:36	48	21	0
17:53:37	48	21	0
17:53:38	48	21	0
17:53:39	48	21	0
17:53:40	48	21	0
17:53:41	48	21	0
17:53:42	48	21	0
17:53:43	48	21	0
17:53:44	48	21	0
17:53:45	48	21	0
17:53:46	48	21	0
17:53:47	48	21	0
17:53:48	48	21	0
17:53:49	48	21	0
17:53:50	48	21	0
17:53:51	48	21	0
17:53:52	48	21	0
17:53:53	48	21	0
17:53:54	48	21	0
17:53:55	48	21	0
17:53:56	48	21	0
17:53:57	48	21	0
17:53:58	48	21	0
17:53:59	48	21	0
17:54:0	48	21	0
17:54:1	48	21	0
17:54:2	48	21	0
17:54:3	48	21	0
17:54:4	48	21	0
17:54:5	48	21	0
17:54:6	48	21	0
17:54:7	48	21	0
17:54:8	48	21	0
17:54:9	48	21	0
17:54:10	48	21	0
17:54:11	48	21	0
17:54:12	48	21	0
17:54:13	48	21	0
17:54:14	48	21	0
17:54:15	48	21	0
17:54:16	48	21	0
17:54:17	48	21	0
17:54:18	48	21	0
17:54:19	48	21	0
17:54:20	48	21	0
17:54:21	48	21	0
17:54:22	48	21	0
17:54:23	48	21	0
17:54:24	48	21	0
17:54:25	48	21	0
17:54:26	48	21	0
17:54:27	48	21	0
17:54:28	48	21	0
17:54:29	48	21	0
17:54:30	48	21	0
17:54:31	48	21	0
17:54:32	48	21	0
17:54:33	48	21	0
17:54:34	48	21	0
17:54:35	48	21	0
17:54:36	48	21	0
17:54:37	48	21	0
17:54:38	48	21	0
17:54:39	48	21	0
17:54:40	48	21	0
17:54:41	48	21	0
17:54:42	48	21	0
17:54:43	48	21	0
17:54:44	48	21	0
17:54:45	48	21	0
17:54:46	48	21	0
17:54:47	48	21	0
